Time,Mpl,Mrbc,Vin,Vout,Summary_flux_to_RBC,A,B,d,Kin,c,Kout,ModelValue_1,ModelValue_2,ModelValue_5,ModelValue_3,RBC
11.0,128.72581206044194,138.04625727551385,12451.146835409327,12130.909400982153,320.23743442717387,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
11.040000000000001,127.62599573121103,138.05111568560366,12344.765882063273,12131.336337096145,213.4295449671281,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
11.08,126.53545154149725,138.0540387809753,12239.28178668811,12131.593206103851,107.6885805842594,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
11.120000000000001,125.45410518123126,138.05504558883126,12134.68736156003,12131.681680033718,3.005681526312401,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
11.16,124.38188281466005,138.0541637044993,12030.97546483399,12131.604183844078,-100.62871901008839,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
11.200000000000001,123.31871108132442,138.0514068486137,11928.139000638272,12131.36192324506,-203.22292260678842,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
11.24,122.26451709687306,138.04679261728995,11826.170919153215,12130.956444507365,-304.7855253541493,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
11.28,121.21922845371782,138.04033959772894,11725.064216674613,12130.389380994,-405.3251643193871,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
11.32,120.18277322153779,138.032066200964,11624.811935662454,12129.662350587132,-504.85041492467826,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
11.36,119.1550799476372,138.0219906618609,11525.40716477555,12128.776955688074,-603.369790912524,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
11.4,118.13607765716222,138.01013103911797,11426.843038892506,12127.734783217309,-700.8917443248029,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
11.44,117.12569585318363,137.9965052152658,11329.112739119713,12126.537404614468,-797.4246654947547,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
11.48,116.1238645166489,137.98113089666762,11232.209492786713,12125.186375838335,-892.9768830516223,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
