Time,N,T,I,u,a1,a2,a3,b1,b2,alpha,c1,c2,c3,c4,d1,d2,r1,r2,s,p,v,compartment,Presence_of_Normal_Cell,Normal_cells_attacked_and_removed,Induction_of_tumor_cell,Tumor_cells_removed_by_immune_system,Initiation_immune_response_against_tumor,Removal_of_immune_response_components,Increase_in_amount_of_drug_at_tumor_site,Decrease_of_chemotherapeutic_drug_at_tumor_site
9.299999999999999,0.6664109710898309,0.34043184053788667,0.6219553051782657,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.22230738870093944,0.22686751344275152,0.3368070037288104,0.3327342080798215,0.333306103411353,0.3361244503097931,0.0,0.0
9.45,0.665730843197776,0.3410427931956121,0.6215215208628978,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.22253328761295418,0.22704270628063958,0.33709890960742056,0.33302542403377333,0.3333065723186687,0.3362697396788471,0.0,0.0
9.6,0.6650579469248757,0.34165392295094593,0.6210668897184488,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.2227558741569449,0.2272196565565858,0.3373897798247626,0.3333146262002111,0.3333069218732646,0.3364033172309403,0.0,0.0
9.75,0.664391579768825,0.3422653640917489,0.6205930562659546,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.22297540850111006,0.22739822594906914,0.33767967695233714,0.3336019801269082,0.33330716118649883,0.33652611960886913,0.0,0.0
9.9,0.6637310375900629,0.3428772466765291,0.6201015753187377,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.2231921473296814,0.2275782707026366,0.3379686605820776,0.3338876311051701,0.3333072988957727,0.3366390358688146,0.0,0.0
10.049999999999999,0.6630756751276683,0.343489687588836,0.6195938780043521,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.22340632418165518,0.22775965649735933,0.33825678316343977,0.33417171029119447,0.3333073429410365,0.3367428831885407,0.0,0.0
10.2,0.6624250304777815,0.34410276734610307,0.6190711583290359,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.22361810947429175,0.22794228614673126,0.33854407927628516,0.33445433552932063,0.333307299852831,0.336838330430986,0.0,0.0
10.35,0.6617785111436988,0.34471658985740705,0.6185346798904275,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.22382771333212811,0.22812603160236788,0.3388305938017309,0.3347356143825534,0.33330717665583154,0.3369261015384566,0.0,0.0
10.5,0.6611355938504119,0.34533124547614724,0.6179855944580542,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.2240353203944751,0.22831077805297498,0.33911636456106026,0.33501564556323354,0.3333069797335329,0.3370068539121279,0.0,0.0
10.65,0.660495915214461,0.34594678908879756,0.6174248142804463,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.22424106119947254,0.22849644107470948,0.3394014123119229,0.33529450707674324,0.3333067140453686,0.3370810948601568,0.0,0.0
10.799999999999999,0.6598590686019481,0.34656328600901004,0.6168532769682604,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.22444507818571766,0.2286829271175359,0.3396857621994708,0.33557227644330906,0.3333063847465129,0.3371493540451984,0.0,0.0
10.95,0.659224641639965,0.347180803841881,0.6162719025078365,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.22464751349462472,0.22887014099693898,0.3399694399283796,0.33584902824585694,0.33330599692122687,0.33721215499940327,0.0,0.0
11.1,0.6585923001870835,0.34779939170292545,0.6156814732647252,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.22484848232137,0.2290580013852981,0.34025246225100075,0.3361248223274143,0.33330555484656016,0.33726993653717746,0.0,0.0
11.25,0.6579617876393596,0.3484190790592298,0.6150826271707543,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.22504807364577784,0.2292464401054702,0.3405348366101219,0.33639970135755315,0.3333050619487492,0.3373230479383167,0.0,0.0
