Time,C,M,X,kd,vi,Kc,Kd,VM1,V2,VM3,V4,vd,kj,j,V1C,V3M,epislon,compartment,Production_of_Cyclin,Cdc2_kinase_activation,activation_of_cyclin_protease
11.333333333333334,0.287886981234835,0.44615307592188597,0.8875480610335721,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.0961736445383468,0.44615307592188597,0.001,1.0,-0.04385876056710178,-0.4024474320890499,-0.2569916513259312
11.466666666666667,0.2827390140466256,0.39166495983067207,0.8497612756174989,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.0836524395976395,0.39166495983067207,0.001,1.0,-0.03312507241603113,-0.41430592790087384,-0.3101019611231612
11.6,0.279116636960957,0.3358379565272824,0.8047738332439002,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.0747426908364583,0.3358379565272824,0.001,1.0,-0.020972617551214295,-0.422419890018485,-0.36500479741112996
11.733333333333333,0.2772095733259333,0.2792162627292311,0.7523777456852812,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.0700186262747502,0.2792162627292311,0.001,1.0,-0.007396829752803619,-0.426110829659315,-0.420977642691537
11.866666666666667,0.27720610536253704,0.22243735064009315,0.6924960505980967,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.0700100145246452,0.22243735064009315,0.001,1.0,0.007574461009841563,-0.4246510345609047,-0.4772742903234929
12.0,0.27928938947393617,0.16624449525388107,0.6251301992803194,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.0751694809901318,0.16624449525388107,0.001,1.0,0.0238951028114361,-0.417149619208387,-0.5330798191772459
12.133333333333333,0.28363477719696784,0.1115331482002142,0.5504051022916129,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.0858429926177553,0.1115331482002142,0.001,1.0,0.04149003012785482,-0.40204838117293984,-0.5874448919326476
12.266666666666666,0.2904052084366182,0.05957554930642343,0.4685980717708528,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.1022392261724532,0.05957554930642343,0.001,1.0,0.06024917994813225,-0.37416912819085857,-0.63904571382382
12.4,0.29974556577379446,0.01410843351311746,0.38025983899809995,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.1244034800634704,0.01410843351311746,0.001,1.0,0.07999864880702638,-0.2774535602501649,-0.6840782767001873
12.533333333333333,0.3117555764450216,0.0032664569430263376,0.287904649671238,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.1521531314031057,0.0032664569430263376,0.001,1.0,0.10008494347093508,0.0025781425793012236,-0.6943151789948689
12.666666666666666,0.32640522812922357,0.003687673373276434,0.19542218781137255,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.1849098372772546,0.003687673373276434,0.001,1.0,0.11954314601485097,0.0037098990290589384,-0.6927531521217432
12.8,0.34360202979097504,0.004272931471697114,0.10325897924320714,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.2219103949149281,0.004272931471697114,0.001,1.0,0.13828474774145444,0.005156213931208464,-0.6890177781725922
12.933333333333334,0.36324076883055817,0.005092838418163592,0.012661561633485606,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.2623619572184173,0.005092838418163592,0.001,1.0,0.15602441738398903,0.007285081919467196,-0.643673662680894
13.066666666666666,0.38408360841758643,0.006224694492337053,8.942853655258518e-06,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.303327891482077,0.006224694492337053,0.001,1.0,0.1539768621821896,0.00963895430552908,1.3964440611009474e-05
13.2,0.4042754267302258,0.007689583008967956,1.1069393878729102e-05,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.3412133563953434,0.007689583008967956,0.001,1.0,0.14892837596897385,0.012483591606553768,1.8158294644169196e-05
13.333333333333334,0.4238051937985559,0.009600863304143038,1.385696662928133e-05,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.3762810492196818,0.009600863304143038,0.001,1.0,0.14404523730870372,0.016390738108477354,2.3969055084024568e-05
