Time,Normal_cells,Tumor_cells,Vitamins,r,beta1,gamma,alpha1,alpha2,beta2,k1,k2,c1,c2,Whole_organism,Normal_cell_growth,Normal_cell_death_inhibition,Tumor_cell_growth,Tumor_cell_inhibition,Vitamin_intake,Vitamin_decay
0.3,1.2188276055770189,0.6069683802948953,3.981507793751785,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.6004454600370783,0.7262516639534198,0.3729066371117386,1.202283045010749,0.8976,3.8266271405748404
0.32999999999999996,1.2454217571492379,0.5830589374701903,3.894891675642582,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.6114722597604278,0.7128656629841019,0.3642377171876452,1.1297983224759225,0.8976,3.7433803894600857
0.36,1.2727355143363692,0.5609779620111343,3.8107373009805516,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.6230899100976262,0.7009108036888968,0.35614705099672983,1.0635254733197803,0.8976,3.662499619972408
0.39,1.3007447462241781,0.5405656097138277,3.7289747032073066,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.635252355438879,0.6902704536788383,0.34861015941501483,1.002838353313232,0.8976,3.583917587252542
0.42,1.3294272927143185,0.5216789720624688,3.649535903786807,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.6479188388866035,0.6808425864730381,0.34160256271264544,0.9471833540493058,0.8976,3.5075689571295
0.44999999999999996,1.358762706918007,0.5041900236799964,3.572354854569203,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.6610532342199527,0.6725377361712963,0.33510018569673716,0.8960699751625019,0.8976,3.433390250726461
0.48,1.388732037398258,0.48798384931406313,3.49736738345054,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.6746234762621794,0.6652772831388242,0.3290796428826299,0.8490627521252196,0.8976,3.3613197922343137
0.51,1.4193176155060208,0.4729570258845018,3.4245111362290075,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.6886010376862972,0.6589918830558721,0.32351838064261995,0.8057741845443656,0.8976,3.291297653029699
0.54,1.450503004843493,0.45901741445629984,3.353725561864316,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.7029606476658394,0.6536218866016722,0.3183954995320149,0.7658606720109725,0.8976,3.2232656375077937
0.57,1.482272667461069,0.44608159780727746,3.284951816509161,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.7176796770486482,0.6491143334411552,0.313690995141251,0.7290148861265917,0.8976,3.1571671908469545
0.6,1.5146119648373708,0.43407387714479895,3.2181327207328336,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.7327379661488413,0.6454220891174319,0.30938579215262607,0.6949614052593832,0.8976,3.0929473578963265
0.63,1.5475070025186803,0.422925897152509,3.1532127216710806,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.7481174888661783,0.6425037889807659,0.30546205815481176,0.6634537213146596,0.8976,3.0305527467980755
0.6599999999999999,1.5809445005909202,0.4125753823612177,3.0901378337154535,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.7638020619901598,0.6403224461157994,0.301902877445817,0.634270112151274,0.8976,2.969931471983922
0.69,1.6149117335032512,0.40296634578555524,3.028855613448837,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.7797771620389011,0.6388462620517283,0.29869280617839367,0.6072121220356131,0.8976,2.911033130085677
0.72,1.6493964580166858,0.3940480514523297,2.9693151098834862,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.7960297334100659,0.6380475316293739,0.295817570752146,0.58210128451578,0.8976,2.8538087521090185
0.75,1.6843868432238172,0.3857745243786455,2.9114668229727974,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.8125480139412216,0.6379023116546643,0.293264058985208,0.5587769401160771,0.8976,2.7982107635591555
