Time,C,M,X,V1,V3,VM1,VM3,Kc,cell,reaction1,reaction2,reaction3,reaction4,reaction5,reaction6,reaction7
7.300000000000001,0.18523805212344688,0.005803503700484715,5.830215663270721e-05,0.8109797093845974,0.005803503700484715,3.0,1.0,0.5,1.0,0.025,0.0018523805212344688,1.3155184695895132e-05,0.8069215500916654,0.8057807718746373,0.005774628872656696,0.005763016406232119
7.4,0.18755032825403,0.005918454190632117,5.947140187216879e-05,0.8183415259082047,0.005918454190632117,3.0,1.0,0.5,1.0,0.025,0.0018755032825403001,1.343515213476423e-05,0.8142460567778784,0.8130895757721,0.0058890074023784465,0.0058772347097527265
7.5,0.18986026508390033,0.006034954944442611,6.065694935326104e-05,0.8256466187140507,0.006034954944442611,3.0,1.0,0.5,1.0,0.025,0.0018986026508390035,1.3719062632922344e-05,0.8215141086587657,0.8203415838342751,0.006004928480725295,0.005992991617522389
7.6000000000000005,0.19216786455439008,0.006153034764153493,6.185911208055091e-05,0.832895635850296,0.006153034764153493,3.0,1.0,0.5,1.0,0.025,0.001921678645543901,1.4006990993566297e-05,0.8287263503399095,0.827537288406431,0.006122420766565956,0.006110315470151961
7.7,0.19447312859464272,0.0062727285859431985,6.307827037465328e-05,0.840089215495715,0.0062727285859431985,3.0,1.0,0.5,1.0,0.025,0.0019447312859464272,1.4299027419517027e-05,0.8358834165777267,0.8346774968615579,0.006241519022186963,0.006229241086765352
7.800000000000001,0.19677605912238283,0.006394074253118925,6.43148404030668e-05,0.8472279861490797,0.006394074253118925,3.0,1.0,0.5,1.0,0.025,0.0019677605912238284,1.4595270447341749e-05,0.8429859324805347,0.8417631100703938,0.0063622609025356805,0.006349806679668044
7.9,0.1990766580487808,0.006517108992628934,6.556922404033192e-05,0.8543125668267818,0.006517108992628934,3.0,1.0,0.5,1.0,0.025,0.001990766580487808,1.4895815589233767e-05,0.8500345137198084,0.8487949098337024,0.006484683449264892,0.006472048958402494
8.0,0.20137492726751544,0.006641862201110862,6.684175159150022e-05,0.8613435672075626,0.006641862201110862,3.0,1.0,0.5,1.0,0.025,0.0020137492726751546,1.5200742278399442e-05,0.8570297667055372,0.855773168378135,0.00660881591267568,0.006595997553160719
8.1,0.20367086866576736,0.0067683705202648955,6.81328272465468e-05,0.8683215878409819,0.0067683705202648955,3.0,1.0,0.5,1.0,0.025,0.002036708686657674,1.551014688762938e-05,0.8639722887294442,0.8626985157303508,0.006734694752079205,0.006721689187017866
8.200000000000001,0.20596448411915277,0.0068966694447276725,6.944284330459821e-05,0.875247220302332,0.0068966694447276725,3.0,1.0,0.5,1.0,0.025,0.0020596448411915277,1.5824123260734173e-05,0.8708626681547332,0.8695714557048716,0.006862355285427747,0.006849159311098058
8.3,0.20825577549010788,0.007026790136958202,7.077213865992177e-05,0.8821210473546638,0.007026790136958202,3.0,1.0,0.5,1.0,0.025,0.002082557754901079,1.6142753220667352e-05,0.8777014845916729,0.8763922115051649,0.006991828520049556,0.0069784380686671
8.4,0.21054474463201062,0.00715876740454658,7.212110056551e-05,0.888943643124338,0.00715876740454658,3.0,1.0,0.5,1.0,0.025,0.002105447446320106,1.6466129736965275e-05,0.8844893090374806,0.8831611584908274,0.0071231490902632375,0.007109560195385412
8.5,0.21283139338496695,0.007292641799546768,7.349017048177495e-05,0.8957155732478802,0.007292641799546768,3.0,1.0,0.5,1.0,0.025,0.0021283139338496696,1.6794358308325114e-05,0.8912267040123988,0.8898789111160363,0.007256357346264787,0.007242565572448559
8.6,0.21511572357720682,0.00742845732327343,7.487982468038239e-05,0.9024373950322548,0.00742845732327343,3.0,1.0,0.5,1.0,0.025,0.0021511572357720684,1.71275525753655e-05,0.897914223728617,0.8965461838972116,0.007391497070344449,0.007377497326756732
