Time,Normal_cells,Tumor_cells,Immune_cells,r,beta_1,eta,gamma,alpha_1,alpha_2,beta_2,alpha_3,sigma,delta,mu,rho,m,mu_1,rho_1,m_1,Whole_organism,Normal_cell_growth,Normal_cell_death_inhibition,Tumor_cell_growth,Tumor_cell_death_inhibition,Immune_cell_increase,Immune_cell_decrease
18.3,6.91297789594604e-12,1.635343236819405,1.0688024954941995,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,2.9808760687319326e-12,1.154845140818802e-11,0.2503364348382805,0.25676047718456463,1.247941803948767,1.244389358508979
18.599999999999998,5.053143305598648e-12,1.6334616745617645,1.069843321850155,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,2.1789153933741374e-12,8.433380849633183e-12,0.25059253280876465,0.2567148106057242,1.2482574199711334,1.244869659926786
18.9,3.6012734004676652e-12,1.6316683799341547,1.0708359447036548,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,1.5528690902816572e-12,6.0047784143386105e-12,0.25083545003014046,0.2566709002921643,1.2485578481016504,1.2453268299830103
19.2,2.3511390589520477e-12,1.6299589942417758,1.0717826850534846,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,1.0138111622201231e-12,3.916862809715441e-12,0.2510659410480401,0.256628692441465,1.2488438685446912,1.2457620585508016
19.5,1.1801870485933482e-12,1.6283293950233604,1.0726857439877944,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,5.088966553534518e-13,1.964479599509233e-12,0.25128471046548206,0.256588133525145,1.249116217164576,1.2461764678319869
19.8,-1.184361358669373e-15,1.626775680340199,1.0735472099857002,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,-5.106966178582337e-16,-1.969854717586139e-15,0.25149241695010577,0.2565491704072759,1.2493755884443265,1.2465711168123657
20.099999999999998,-7.887748320970372e-13,1.625294153623299,1.0743690661527776,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,-3.401197076002425e-13,-1.3109078571652042e-12,0.2516896769617483,0.25651175044541424,1.2496226383671711,1.2469470056360303
20.4,-1.9147770845879034e-12,1.6238813187208665,1.0751531923982356,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,-8.25651878874304e-13,-3.1799596966783714e-12,0.25187706694022693,0.2564758219147038,1.2498579858091725,1.2473050778940706
20.7,-2.1401378636532366e-12,1.6225338462050938,1.0759013814638447,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,-9.228274468072757e-13,-3.551761723004325e-12,0.25205512915460865,0.25644133313011375,1.250082217561979,1.2476462275923788
21.0,-2.589832983966795e-12,1.6212486032650932,1.0766153255691226,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,-1.1167359826864822e-12,-4.29522816895884e-12,0.25222436897353856,0.2564082345371286,1.250295885711834,1.2479712967075485
21.3,-2.384739508745904e-12,1.6200225904593306,1.0772966451675503,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,-1.028299676171234e-12,-3.952582320999233e-12,0.25238526433801717,0.25637647607405,1.250499515543193,1.2482810850566197
21.599999999999998,-1.9059975748160214e-12,1.618852984448542,1.0779468704608448,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,-8.218661542606685e-13,-3.1571869060550962e-12,0.2525382611231882,0.2563460099725759,1.250693601687838,1.2485763466854092
21.9,-1.3481655783876174e-12,1.6177370952455414,1.078567460691044,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,-5.813289974007407e-13,-2.231881082100592e-12,0.2526837796686837,0.25631678900096083,1.250878613471384,1.248857796520209
22.2,-7.784696886132034e-13,1.6166723697154206,1.0791598030954086,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,-3.3567612973001334e-13,-1.2880441000275288e-12,0.25282221512528325,0.25628876713364934,1.2510549952574372,1.2491261114285614
22.5,-2.887978047465781e-13,1.6156563914146047,1.07972521347001,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,-1.245296134067245e-13,-4.775896861806918e-13,0.2529539382205058,0.2562618999965936,1.2512231671484035,1.249381931641996
22.8,-8.691299598002247e-14,1.614686855878588,1.080264947462666,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,-3.747688386658569e-14,-1.4365743713278192e-13,0.2530792991351611,0.2562361439343946,1.2513835282118129,1.2496258648852225
